"geographicAreaM49","aquastatElement","ts_length","count_NA_raw","count_NA_imp","num_imp_values","share_NA_imp","definitions"
"Afghanistan",4514,38,38,0,38,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Afghanistan",4531,38,37,0,37,97.3684210526316,"Industrial water withdrawal per capita"
"Afghanistan",4532,38,37,0,37,97.3684210526316,"Agricultural water withdrawal per capita"
"Afghanistan",4538,38,30,0,30,78.9473684210526,"% of economically active population active in agriculture"
"Afghanistan",4550,38,37,0,37,97.3684210526316,"Not defined6"
"Afghanistan",4551,38,38,0,38,100,"Not defined7"
"Afghanistan",4552,38,38,0,38,100,"Not defined8"
"Afghanistan",4553,38,38,0,38,100,"Not defined9"
"Afghanistan",4554,38,38,0,38,100,"Not defined10"
"Afghanistan",4555,38,38,0,38,100,"Not defined11"
"Afghanistan",4556,38,38,0,38,100,"Not defined12"
"Aland Islands",4103,12,12,0,12,100,"Cultivated area (arable land + permanent crops)"
"Aland Islands",4105,12,12,0,12,100,"Rural population"
"Aland Islands",4107,12,12,12,0,0,"Population density"
"Aland Islands",4108,12,12,0,12,100,"Population economically active in agriculture"
"Aland Islands",4150,12,12,0,12,100,"Long-term average annual precipitation in volume"
"Aland Islands",4157,12,12,0,12,100,"Total internal renewable water resources (IRWR)"
"Aland Islands",4158,12,12,12,0,0,"Total internal renewable water resources per capita"
"Aland Islands",4164,12,0,0,0,0,"Surface water: accounted inflow"
"Aland Islands",4176,12,0,0,0,0,"Surface water: total external renewable"
"Aland Islands",4182,12,0,0,0,0,"Water resources: total external renewable"
"Aland Islands",4185,12,12,0,12,100,"Total renewable surface water"
"Aland Islands",4187,12,12,0,12,100,"Total renewable groundwater"
"Aland Islands",4188,12,12,0,12,100,"Total renewable water resources"
"Aland Islands",4190,12,12,12,0,0,"Total renewable water resources per capita"
"Aland Islands",4192,12,12,12,0,0,"Dependency ratio"
"Aland Islands",4196,12,12,0,12,100,"Total exploitable water resources"
"Aland Islands",4253,12,12,0,12,100,"Total water withdrawal"
"Aland Islands",4254,12,12,12,0,0,"Agricultural water withdrawal as % of total water withdrawal"
"Aland Islands",4255,12,12,12,0,0,"Municipal water withdrawal as % of total withdrawal"
"Aland Islands",4256,12,12,12,0,0,"Industrial water withdrawal as % of total water withdrawal"
"Aland Islands",4257,12,12,12,0,0,"Total water withdrawal per capita"
"Aland Islands",4263,12,12,0,12,100,"Total freshwater withdrawal (primary and secondary)"
"Aland Islands",4271,12,12,12,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Aland Islands",4273,12,12,12,0,0,"Agricultural water withdrawal as % of total renewable water resources"
"Aland Islands",4275,12,12,12,0,0,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Aland Islands",4300,12,12,0,12,100,"Total cultivated area drained"
"Aland Islands",4305,12,12,12,0,0,"% of total cultivated area drained"
"Aland Islands",4311,12,12,0,12,100,"Area equipped for full control irrigation: total"
"Aland Islands",4313,12,12,0,12,100,"Area equipped for irrigation: total"
"Aland Islands",4317,12,12,0,12,100,"Total agricultural water managed area"
"Aland Islands",4319,12,12,12,0,0,"% of agricultural water managed area equipped for irrigation"
"Aland Islands",4323,12,12,12,0,0,"% of area equipped for irrigation by groundwater"
"Aland Islands",4324,12,12,12,0,0,"% of area equipped for irrigation by surface water"
"Aland Islands",4325,12,12,12,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Aland Islands",4327,12,12,12,0,0,"% of area equipped for irrigation power irrigated"
"Aland Islands",4328,12,12,12,0,0,"% of the area equipped for irrigation actually irrigated"
"Aland Islands",4330,12,12,12,0,0,"% of irrigation potential equipped for irrigation"
"Aland Islands",4331,12,12,12,0,0,"% of the cultivated area equipped for irrigation"
"Aland Islands",4445,12,12,12,0,0,"% of area equipped for irrigation salinized"
"Aland Islands",4446,12,12,12,0,0,"% of area equipped for irrigation drained"
"Aland Islands",4448,12,12,0,12,100,"Other agricultural water managed area"
"Aland Islands",4450,12,12,12,0,0,"Freshwater withdrawal as % of internal renewable water resources"
"Aland Islands",4455,12,12,12,0,0,"Conservation agriculture area as % of arable land area"
"Aland Islands",4457,12,12,12,0,0,"Municipal water withdrawal per capita (total population)"
"Aland Islands",4458,12,12,12,0,0,"GDP per Capita"
"Aland Islands",4459,12,12,0,12,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Aland Islands",4462,12,12,12,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Aland Islands",4463,12,12,12,0,0,"% of area equipped for full control irrigation actually irrigated"
"Aland Islands",4464,12,12,12,0,0,"Irrigated cropping intensity"
"Aland Islands",4466,12,12,12,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Aland Islands",4467,12,12,12,0,0,"Freshwater withdrawal as % of total water withdrawal"
"Aland Islands",4468,12,12,12,0,0,"Municipal water withdrawal per capita (urban population)"
"Aland Islands",4470,12,12,12,0,0,"% of total country area cultivated"
"Aland Islands",4471,12,12,12,0,0,"Dam capacity per capita"
"Aland Islands",4509,12,12,0,12,100,"Exploitable: total renewable surface water"
"Aland Islands",4514,12,12,12,0,0,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Aland Islands",4531,12,12,12,0,0,"Industrial water withdrawal per capita"
"Aland Islands",4532,12,12,12,0,0,"Agricultural water withdrawal per capita"
"Aland Islands",4538,12,12,12,0,0,"% of economically active population active in agriculture"
"Aland Islands",4550,12,12,12,0,0,"Not defined6"
"Aland Islands",4551,12,12,0,12,100,"Not defined7"
"Aland Islands",4552,12,12,12,0,0,"Not defined8"
"Aland Islands",4553,12,12,12,0,0,"Not defined9"
"Aland Islands",4554,12,12,12,0,0,"Not defined10"
"Aland Islands",4555,12,12,0,12,100,"Not defined11"
"Aland Islands",4556,12,12,12,0,0,"Not defined12"
"Albania",4103,33,21,0,21,63.6363636363636,"Cultivated area (arable land + permanent crops)"
"Albania",4105,33,21,0,21,63.6363636363636,"Rural population"
"Albania",4107,33,22,0,22,66.6666666666667,"Population density"
"Albania",4108,33,25,0,25,75.7575757575758,"Population economically active in agriculture"
"Albania",4150,33,21,0,21,63.6363636363636,"Long-term average annual precipitation in volume"
"Albania",4157,33,21,0,21,63.6363636363636,"Total internal renewable water resources (IRWR)"
"Albania",4158,33,22,0,22,66.6666666666667,"Total internal renewable water resources per capita"
"Albania",4164,33,21,0,21,63.6363636363636,"Surface water: accounted inflow"
"Albania",4176,33,21,0,21,63.6363636363636,"Surface water: total external renewable"
"Albania",4182,33,21,0,21,63.6363636363636,"Water resources: total external renewable"
"Albania",4185,33,21,0,21,63.6363636363636,"Total renewable surface water"
"Albania",4187,33,21,0,21,63.6363636363636,"Total renewable groundwater"
"Albania",4188,33,21,0,21,63.6363636363636,"Total renewable water resources"
"Albania",4190,33,22,0,22,66.6666666666667,"Total renewable water resources per capita"
"Albania",4192,33,21,0,21,63.6363636363636,"Dependency ratio"
"Albania",4196,33,33,0,33,100,"Total exploitable water resources"
"Albania",4253,33,31,0,31,93.9393939393939,"Total water withdrawal"
"Albania",4254,33,30,0,30,90.9090909090909,"Agricultural water withdrawal as % of total water withdrawal"
"Albania",4255,33,31,0,31,93.9393939393939,"Municipal water withdrawal as % of total withdrawal"
"Albania",4256,33,31,0,31,93.9393939393939,"Industrial water withdrawal as % of total water withdrawal"
"Albania",4257,33,33,0,33,100,"Total water withdrawal per capita"
"Albania",4263,33,33,0,33,100,"Total freshwater withdrawal (primary and secondary)"
"Albania",4271,33,32,0,32,96.969696969697,"Agricultural water requirement as % of agricultural water withdrawal"
"Albania",4273,33,33,0,33,100,"Agricultural water withdrawal as % of total renewable water resources"
"Albania",4275,33,33,0,33,100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Albania",4300,33,33,0,33,100,"Total cultivated area drained"
"Albania",4305,33,33,0,33,100,"% of total cultivated area drained"
"Albania",4311,33,33,0,33,100,"Area equipped for full control irrigation: total"
"Albania",4313,33,33,0,33,100,"Area equipped for irrigation: total"
"Albania",4317,33,33,0,33,100,"Total agricultural water managed area"
"Albania",4319,33,28,0,28,84.8484848484848,"% of agricultural water managed area equipped for irrigation"
"Albania",4323,33,33,0,33,100,"% of area equipped for irrigation by groundwater"
"Albania",4324,33,32,0,32,96.969696969697,"% of area equipped for irrigation by surface water"
"Albania",4325,33,33,0,33,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Albania",4327,33,33,0,33,100,"% of area equipped for irrigation power irrigated"
"Albania",4328,33,30,0,30,90.9090909090909,"% of the area equipped for irrigation actually irrigated"
"Albania",4330,33,33,0,33,100,"% of irrigation potential equipped for irrigation"
"Albania",4331,33,30,0,30,90.9090909090909,"% of the cultivated area equipped for irrigation"
"Albania",4445,33,32,0,32,96.969696969697,"% of area equipped for irrigation salinized"
"Albania",4446,33,33,0,33,100,"% of area equipped for irrigation drained"
"Albania",4448,33,33,0,33,100,"Other agricultural water managed area"
"Albania",4450,33,33,0,33,100,"Freshwater withdrawal as % of internal renewable water resources"
"Albania",4455,33,33,0,33,100,"Conservation agriculture area as % of arable land area"
"Albania",4457,33,33,0,33,100,"Municipal water withdrawal per capita (total population)"
"Albania",4458,33,26,0,26,78.7878787878788,"GDP per Capita"
"Albania",4459,33,33,0,33,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Albania",4462,33,33,0,33,100,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Albania",4463,33,30,0,30,90.9090909090909,"% of area equipped for full control irrigation actually irrigated"
"Albania",4464,33,33,0,33,100,"Irrigated cropping intensity"
"Albania",4466,33,33,0,33,100,"% of area equipped by direct use of treated municipal wastewater"
"Albania",4467,33,30,0,30,90.9090909090909,"Freshwater withdrawal as % of total water withdrawal"
"Albania",4468,33,33,0,33,100,"Municipal water withdrawal per capita (urban population)"
"Albania",4470,33,21,0,21,63.6363636363636,"% of total country area cultivated"
"Albania",4471,33,32,0,32,96.969696969697,"Dam capacity per capita"
"Albania",4509,33,33,0,33,100,"Exploitable: total renewable surface water"
"Albania",4514,33,33,0,33,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Albania",4531,33,33,0,33,100,"Industrial water withdrawal per capita"
"Albania",4532,33,33,0,33,100,"Agricultural water withdrawal per capita"
"Albania",4538,33,25,0,25,75.7575757575758,"% of economically active population active in agriculture"
"Albania",4550,33,33,0,33,100,"Not defined6"
"Albania",4551,33,31,0,31,93.9393939393939,"Not defined7"
"Albania",4552,33,33,0,33,100,"Not defined8"
"Albania",4553,33,33,0,33,100,"Not defined9"
"Albania",4554,33,33,0,33,100,"Not defined10"
"Albania",4555,33,32,0,32,96.969696969697,"Not defined11"
"Albania",4556,33,33,0,33,100,"Not defined12"
"Algeria",4103,38,26,0,26,68.4210526315789,"Cultivated area (arable land + permanent crops)"
"Algeria",4105,38,26,0,26,68.4210526315789,"Rural population"
"Algeria",4107,38,27,0,27,71.0526315789474,"Population density"
"Algeria",4108,38,30,0,30,78.9473684210526,"Population economically active in agriculture"
"Algeria",4150,38,26,0,26,68.4210526315789,"Long-term average annual precipitation in volume"
"Algeria",4157,38,26,0,26,68.4210526315789,"Total internal renewable water resources (IRWR)"
"Algeria",4158,38,27,0,27,71.0526315789474,"Total internal renewable water resources per capita"
"Algeria",4164,38,26,0,26,68.4210526315789,"Surface water: accounted inflow"
"Algeria",4176,38,26,0,26,68.4210526315789,"Surface water: total external renewable"
"Algeria",4182,38,26,0,26,68.4210526315789,"Water resources: total external renewable"
"Algeria",4185,38,26,0,26,68.4210526315789,"Total renewable surface water"
"Algeria",4187,38,26,0,26,68.4210526315789,"Total renewable groundwater"
"Algeria",4188,38,26,0,26,68.4210526315789,"Total renewable water resources"
"Algeria",4190,38,27,0,27,71.0526315789474,"Total renewable water resources per capita"
"Algeria",4192,38,26,0,26,68.4210526315789,"Dependency ratio"
"Algeria",4196,38,27,0,27,71.0526315789474,"Total exploitable water resources"
"Algeria",4253,38,35,0,35,92.1052631578947,"Total water withdrawal"
"Algeria",4254,38,34,0,34,89.4736842105263,"Agricultural water withdrawal as % of total water withdrawal"
"Algeria",4255,38,35,0,35,92.1052631578947,"Municipal water withdrawal as % of total withdrawal"
"Algeria",4256,38,35,0,35,92.1052631578947,"Industrial water withdrawal as % of total water withdrawal"
"Algeria",4257,38,37,0,37,97.3684210526316,"Total water withdrawal per capita"
"Algeria",4263,38,38,0,38,100,"Total freshwater withdrawal (primary and secondary)"
"Algeria",4271,38,37,0,37,97.3684210526316,"Agricultural water requirement as % of agricultural water withdrawal"
"Algeria",4273,38,37,0,37,97.3684210526316,"Agricultural water withdrawal as % of total renewable water resources"
"Algeria",4275,38,37,0,37,97.3684210526316,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Algeria",4300,38,37,0,37,97.3684210526316,"Total cultivated area drained"
"Algeria",4305,38,38,0,38,100,"% of total cultivated area drained"
"Algeria",4311,38,37,0,37,97.3684210526316,"Area equipped for full control irrigation: total"
"Algeria",4313,38,38,0,38,100,"Area equipped for irrigation: total"
"Algeria",4317,38,38,0,38,100,"Total agricultural water managed area"
"Algeria",4319,38,35,0,35,92.1052631578947,"% of agricultural water managed area equipped for irrigation"
"Algeria",4323,38,36,0,36,94.7368421052632,"% of area equipped for irrigation by groundwater"
"Algeria",4324,38,36,0,36,94.7368421052632,"% of area equipped for irrigation by surface water"
"Algeria",4325,38,36,0,36,94.7368421052632,"% of area equipped for irrigation by mixed surface water and groundwater"
"Algeria",4327,38,38,0,38,100,"% of area equipped for irrigation power irrigated"
"Algeria",4328,38,35,0,35,92.1052631578947,"% of the area equipped for irrigation actually irrigated"
"Algeria",4330,38,36,0,36,94.7368421052632,"% of irrigation potential equipped for irrigation"
"Algeria",4331,38,36,0,36,94.7368421052632,"% of the cultivated area equipped for irrigation"
"Algeria",4445,38,38,0,38,100,"% of area equipped for irrigation salinized"
"Algeria",4446,38,38,0,38,100,"% of area equipped for irrigation drained"
"Algeria",4448,38,38,0,38,100,"Other agricultural water managed area"
"Algeria",4450,38,37,0,37,97.3684210526316,"Freshwater withdrawal as % of internal renewable water resources"
"Algeria",4455,38,38,0,38,100,"Conservation agriculture area as % of arable land area"
"Algeria",4457,38,37,0,37,97.3684210526316,"Municipal water withdrawal per capita (total population)"
"Algeria",4458,38,26,0,26,68.4210526315789,"GDP per Capita"
"Algeria",4459,38,37,0,37,97.3684210526316,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Algeria",4462,38,37,0,37,97.3684210526316,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Algeria",4463,38,36,0,36,94.7368421052632,"% of area equipped for full control irrigation actually irrigated"
"Algeria",4464,38,37,0,37,97.3684210526316,"Irrigated cropping intensity"
"Algeria",4466,38,37,0,37,97.3684210526316,"% of area equipped by direct use of treated municipal wastewater"
"Algeria",4467,38,31,0,31,81.5789473684211,"Freshwater withdrawal as % of total water withdrawal"
"Algeria",4468,38,37,0,37,97.3684210526316,"Municipal water withdrawal per capita (urban population)"
"Algeria",4470,38,26,0,26,68.4210526315789,"% of total country area cultivated"
"Algeria",4471,38,37,0,37,97.3684210526316,"Dam capacity per capita"
"Algeria",4509,38,27,0,27,71.0526315789474,"Exploitable: total renewable surface water"
"Algeria",4514,38,38,0,38,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Algeria",4531,38,37,0,37,97.3684210526316,"Industrial water withdrawal per capita"
"Algeria",4532,38,37,0,37,97.3684210526316,"Agricultural water withdrawal per capita"
"Algeria",4538,38,30,0,30,78.9473684210526,"% of economically active population active in agriculture"
"Algeria",4550,38,37,0,37,97.3684210526316,"Not defined6"
"Algeria",4551,38,35,0,35,92.1052631578947,"Not defined7"
"Algeria",4552,38,37,0,37,97.3684210526316,"Not defined8"
"Algeria",4553,38,37,0,37,97.3684210526316,"Not defined9"
"Algeria",4554,38,37,0,37,97.3684210526316,"Not defined10"
"Algeria",4555,38,38,0,38,100,"Not defined11"
"Algeria",4556,38,38,0,38,100,"Not defined12"
"Antigua and Barbuda",4103,26,14,0,14,53.8461538461538,"Cultivated area (arable land + permanent crops)"
"Antigua and Barbuda",4105,26,14,0,14,53.8461538461538,"Rural population"
"Antigua and Barbuda",4107,26,15,0,15,57.6923076923077,"Population density"
"Antigua and Barbuda",4108,26,18,0,18,69.2307692307692,"Population economically active in agriculture"
"Antigua and Barbuda",4150,26,26,0,26,100,"Long-term average annual precipitation in volume"
"Antigua and Barbuda",4157,26,26,0,26,100,"Total internal renewable water resources (IRWR)"
"Antigua and Barbuda",4158,26,15,0,15,57.6923076923077,"Total internal renewable water resources per capita"
"Antigua and Barbuda",4164,26,14,0,14,53.8461538461538,"Surface water: accounted inflow"
"Antigua and Barbuda",4176,26,14,0,14,53.8461538461538,"Surface water: total external renewable"
"Antigua and Barbuda",4182,26,14,0,14,53.8461538461538,"Water resources: total external renewable"
"Antigua and Barbuda",4185,26,26,0,26,100,"Total renewable surface water"
"Antigua and Barbuda",4187,26,26,0,26,100,"Total renewable groundwater"
"Antigua and Barbuda",4188,26,26,0,26,100,"Total renewable water resources"
"Antigua and Barbuda",4190,26,15,0,15,57.6923076923077,"Total renewable water resources per capita"
"Antigua and Barbuda",4192,26,14,0,14,53.8461538461538,"Dependency ratio"
"Antigua and Barbuda",4196,26,26,0,26,100,"Total exploitable water resources"
"Antigua and Barbuda",4253,26,23,0,23,88.4615384615385,"Total water withdrawal"
"Antigua and Barbuda",4254,26,23,0,23,88.4615384615385,"Agricultural water withdrawal as % of total water withdrawal"
"Antigua and Barbuda",4255,26,23,0,23,88.4615384615385,"Municipal water withdrawal as % of total withdrawal"
"Antigua and Barbuda",4256,26,23,0,23,88.4615384615385,"Industrial water withdrawal as % of total water withdrawal"
"Antigua and Barbuda",4257,26,25,0,25,96.1538461538462,"Total water withdrawal per capita"
"Antigua and Barbuda",4263,26,26,0,26,100,"Total freshwater withdrawal (primary and secondary)"
"Antigua and Barbuda",4271,26,25,0,25,96.1538461538462,"Agricultural water requirement as % of agricultural water withdrawal"
"Antigua and Barbuda",4273,26,24,0,24,92.3076923076923,"Agricultural water withdrawal as % of total renewable water resources"
"Antigua and Barbuda",4275,26,25,0,25,96.1538461538462,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Antigua and Barbuda",4300,26,26,0,26,100,"Total cultivated area drained"
"Antigua and Barbuda",4305,26,25,0,25,96.1538461538462,"% of total cultivated area drained"
"Antigua and Barbuda",4311,26,24,0,24,92.3076923076923,"Area equipped for full control irrigation: total"
"Antigua and Barbuda",4313,26,26,0,26,100,"Area equipped for irrigation: total"
"Antigua and Barbuda",4317,26,26,0,26,100,"Total agricultural water managed area"
"Antigua and Barbuda",4319,26,24,0,24,92.3076923076923,"% of agricultural water managed area equipped for irrigation"
"Antigua and Barbuda",4323,26,25,0,25,96.1538461538462,"% of area equipped for irrigation by groundwater"
"Antigua and Barbuda",4324,26,25,0,25,96.1538461538462,"% of area equipped for irrigation by surface water"
"Antigua and Barbuda",4325,26,26,0,26,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Antigua and Barbuda",4327,26,25,0,25,96.1538461538462,"% of area equipped for irrigation power irrigated"
"Antigua and Barbuda",4328,26,25,0,25,96.1538461538462,"% of the area equipped for irrigation actually irrigated"
"Antigua and Barbuda",4330,26,26,0,26,100,"% of irrigation potential equipped for irrigation"
"Antigua and Barbuda",4331,26,24,0,24,92.3076923076923,"% of the cultivated area equipped for irrigation"
"Antigua and Barbuda",4445,26,26,0,26,100,"% of area equipped for irrigation salinized"
"Antigua and Barbuda",4446,26,26,0,26,100,"% of area equipped for irrigation drained"
"Antigua and Barbuda",4448,26,26,0,26,100,"Other agricultural water managed area"
"Antigua and Barbuda",4450,26,25,0,25,96.1538461538462,"Freshwater withdrawal as % of internal renewable water resources"
"Antigua and Barbuda",4455,26,26,0,26,100,"Conservation agriculture area as % of arable land area"
"Antigua and Barbuda",4457,26,25,0,25,96.1538461538462,"Municipal water withdrawal per capita (total population)"
"Antigua and Barbuda",4458,26,17,0,17,65.3846153846154,"GDP per Capita"
"Antigua and Barbuda",4459,26,24,0,24,92.3076923076923,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Antigua and Barbuda",4462,26,25,0,25,96.1538461538462,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Antigua and Barbuda",4463,26,25,0,25,96.1538461538462,"% of area equipped for full control irrigation actually irrigated"
"Antigua and Barbuda",4464,26,25,0,25,96.1538461538462,"Irrigated cropping intensity"
"Antigua and Barbuda",4466,26,26,0,26,100,"% of area equipped by direct use of treated municipal wastewater"
"Antigua and Barbuda",4467,26,23,0,23,88.4615384615385,"Freshwater withdrawal as % of total water withdrawal"
"Antigua and Barbuda",4468,26,25,0,25,96.1538461538462,"Municipal water withdrawal per capita (urban population)"
"Antigua and Barbuda",4470,26,14,0,14,53.8461538461538,"% of total country area cultivated"
"Antigua and Barbuda",4471,26,26,0,26,100,"Dam capacity per capita"
"Antigua and Barbuda",4509,26,26,0,26,100,"Exploitable: total renewable surface water"
"Antigua and Barbuda",4514,26,26,0,26,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Antigua and Barbuda",4531,26,25,0,25,96.1538461538462,"Industrial water withdrawal per capita"
"Antigua and Barbuda",4532,26,24,0,24,92.3076923076923,"Agricultural water withdrawal per capita"
"Antigua and Barbuda",4538,26,18,0,18,69.2307692307692,"% of economically active population active in agriculture"
"Antigua and Barbuda",4550,26,26,0,26,100,"Not defined6"
"Antigua and Barbuda",4551,26,23,0,23,88.4615384615385,"Not defined7"
"Antigua and Barbuda",4552,26,26,0,26,100,"Not defined8"
"Antigua and Barbuda",4553,26,25,0,25,96.1538461538462,"Not defined9"
"Antigua and Barbuda",4554,26,25,0,25,96.1538461538462,"Not defined10"
"Antigua and Barbuda",4555,26,25,0,25,96.1538461538462,"Not defined11"
"Antigua and Barbuda",4556,26,24,0,24,92.3076923076923,"Not defined12"
"Argentina",4103,40,28,0,28,70,"Cultivated area (arable land + permanent crops)"
"Argentina",4105,40,28,0,28,70,"Rural population"
"Argentina",4107,40,29,0,29,72.5,"Population density"
"Argentina",4108,40,32,0,32,80,"Population economically active in agriculture"
"Argentina",4150,40,28,0,28,70,"Long-term average annual precipitation in volume"
"Argentina",4157,40,28,0,28,70,"Total internal renewable water resources (IRWR)"
"Argentina",4158,40,29,0,29,72.5,"Total internal renewable water resources per capita"
"Argentina",4164,40,28,0,28,70,"Surface water: accounted inflow"
"Argentina",4176,40,28,0,28,70,"Surface water: total external renewable"
"Argentina",4182,40,28,0,28,70,"Water resources: total external renewable"
"Argentina",4185,40,28,0,28,70,"Total renewable surface water"
"Argentina",4187,40,28,0,28,70,"Total renewable groundwater"
"Argentina",4188,40,28,0,28,70,"Total renewable water resources"
"Argentina",4190,40,29,0,29,72.5,"Total renewable water resources per capita"
"Argentina",4192,40,28,0,28,70,"Dependency ratio"
"Argentina",4196,40,40,0,40,100,"Total exploitable water resources"
